PlayerId,ClubId,PlayerName,Citizenship,Date_of_birth,Position,Foot,Height_in_cm,Highest_market_value_in_gbp
132144,169,Charis Kostakis,Greece,1990-07-12,Attack,Left,175,180000
6301,169,Andreas Lasnik,Austria,1983-11-09,Attack,,0,1040000
258272,169,Konstantinos Korkontzelos,Greece,1992-12-12,Midfield,Left,186,90000
304791,2783,Dmytro Podkolzin,Ukraine,1993-10-28,Midfield,,183,
164756,169,Manolis Zacharakis,Greece,1992-08-10,Defender,Right,180,315000
244937,169,Nikolaos Liolios,Greece,1991-12-07,Defender,Left,182,135000
125546,169,Claudio Rivero,Uruguay,1985-04-14,Midfield,Right,182,405000
257484,169,Georgios Kotsalas,Greece,1995-01-04,Defender,Left,184,90000
187959,169,Markos Dounis,Greece,1992-05-09,Attack,Both,174,450000
9694,169,Efthymios Kouloucheris,Greece,1981-03-10,Defender,Right,182,675000
107582,169,Dimitrios Toskas,Greece,1991-03-13,Defender,Right,188,225000
59074,6992,Petro Kovalchuk,Ukraine,1984-05-28,Defender,Right,183,450000
15033,2783,Velizar Dimitrov,Bulgaria,1979-04-13,Attack,Right,176,1620000
24401,6992,Andriy Glushchenko,Ukraine,1974-03-18,Goalkeeper,Right,181,90000
26200,6992,Kristi Vangjeli,Albania,1985-09-05,Defender,Both,177,900000
101670,2477,Marcelinho,Brazil,1990-03-28,Attack,Right,173,360000
166647,2477,Armand Ella,Cameroon,1993-02-23,Attack,Left,173,180000
26348,2477,Leonid Kovel,Belarus,1986-07-29,Attack,Right,179,675000
70919,2477,Volodymyr Bidlovskyi,Ukraine,1988-05-31,Midfield,Left,174,360000
58020,2477,Samson Godwin,Nigeria,1983-11-11,Midfield,Right,178,1080000
135172,2477,Igor Ozarkiv,Ukraine,1992-01-21,Midfield,Right,176,720000
85964,6992,Anderson Mineiro,Brazil,1986-04-24,Defender,Left,184,900000
58514,6992,Elis Bakaj,Albania,1987-06-25,Attack,Both,175,1080000
228847,2477,Mykola Zhovtyuk,Ukraine,1992-05-21,Defender,,184,270000
12988,6418,Stelios Sfakianakis,Greece,1976-03-19,Midfield,Left,177,675000
33315,6414,Diego Souza,Brazil,1985-06-17,Attack,Right,186,6300000
164247,2477,Stepan Girskyi,Ukraine,1991-01-08,Midfield,Right,178,270000
244266,2553,Dylan Pooler,Scotland,1997-04-23,Attack,Right,178,
183170,465,Kealan Dillon,Ireland,1994-02-21,Attack,Right,173,90000
193111,465,Declan Hughes,Scotland,1995-05-17,Midfield,,0,45000
151659,2451,Torbjorn Agdestein,Norway,1991-09-18,Attack,Right,186,450000
191654,6418,Antonis Kelaidis,Greece,1993-03-31,Goalkeeper,Right,185,90000
192750,1519,Farid El Alagui,Morocco,1985-02-10,Attack,Left,181,270000
12401,603,Tommy Smith,England,1980-05-22,Attack,Right,178,1800000
173821,371,Bahrudin Atajic,Bosnia-Herzegovina,1993-11-16,Attack,Right,183,315000
120706,603,Joe Mason,Ireland,1991-05-13,Attack,Right,178,2700000
93832,371,Patrik Twardzik,Czech Republic,1993-02-10,Midfield,Left,185,90000
9688,660,Tomas Hubschman,Czech Republic,1981-09-04,Midfield,Right,180,5850000
39033,371,Kelvin Wilson,England,1985-09-03,Defender,Right,188,2700000
81202,603,Craig Noone,England,1987-11-17,Attack,Left,173,2250000
3297,603,Craig Bellamy,Wales,1979-07-13,Attack,Right,173,11700000
8480,6992,Sito Riera,Spain,1987-01-05,Attack,Right,184,1130000
14574,603,Craig Conway,Scotland,1985-05-02,Attack,Right,171,1350000
54775,603,Magnus Wolff Eikrem,Norway,1990-08-08,Attack,Right,173,2250000
128375,603,Bo Kyung Kim,"Korea, South",1989-10-06,Attack,Left,178,2700000
58188,371,Steven Mouyokolo,France,1987-01-24,Defender,Right,190,1800000
91286,603,John Brayford,England,1987-12-29,Defender,Right,173,2250000
29158,603,Andrew Taylor,England,1986-08-01,Defender,Left,178,2250000
195679,603,Adedeji Oshilaja,England,1993-07-16,Defender,Right,181,270000
39518,603,Ben Turner,England,1988-08-21,Defender,Left,193,1800000
3640,603,Mark Hudson,England,1982-03-30,Defender,Right,187,1130000
282414,1519,Rafa Malaga,Spain,1995-10-09,Attack,Right,184,
60949,1519,Mark Millar,Scotland,1988-02-23,Midfield,Right,173,270000
326590,1519,Scott Allardice,Scotland,1998-03-31,Midfield,Right,181,315000
242288,1519,Luke Johnston,Scotland,1993-09-03,Defender,,188,
3762,603,Peter Whittingham,England,1984-09-08,Midfield,Left,177,2480000
235769,2451,Jay Cheyne,Scotland,1995-01-08,Midfield,Right,176,23000
234161,2451,Conor Pepper,Ireland,1994-05-04,Midfield,Right,175,203000
98821,2477,Andriy Savchenko,Ukraine,1994-09-29,Defender,,174,
203958,2451,Nick Draper,England,1993-12-10,Goalkeeper,,0,135000
255093,2451,Joe Gorman,Ireland,1994-09-01,Defender,Left,188,23000
193107,465,Anton Brady,Scotland,1994-02-07,Midfield,,180,45000
86827,465,Jon Robertson,Scotland,1989-04-25,Midfield,Right,180,225000
5509,465,Eric Djemba Djemba,Cameroon,1981-05-04,Midfield,Right,177,6300000
130819,1519,Dale Hilson,Scotland,1992-12-23,Attack,Left,172,180000
194461,465,Jake Caprice,England,1992-11-11,Defender,Right,179,45000
198395,235,Jean David Beauguel,France,1992-03-21,Attack,Right,196,1800000
237537,2451,Ben Greenhalgh,England,1992-04-16,Attack,Left,183,45000
225886,235,Denzel Slager,Curacao,1993-05-02,Attack,Right,184,135000
38004,235,Aurelien Joachim,Luxembourg,1986-08-10,Attack,Left,185,540000
4361,235,Dennis Rommedahl,Denmark,1978-07-22,Attack,Right,179,3600000
238536,235,Furhgill Zeldenrust,Netherlands,1989-07-21,Attack,Right,180,180000
272718,235,Desley Ubbink,Netherlands,1993-06-15,Attack,Right,183,585000
34782,235,Peter Jungschlager,Netherlands,1984-05-22,Midfield,Right,182,405000
83947,235,Imad Najah,Morocco,1991-02-19,Midfield,Right,184,360000
139192,235,Mark Janssen,Netherlands,1992-05-10,Attack,Right,184,135000
272960,235,Jesse Wielinga,Netherlands,1994-10-15,Defender,Left,176,68000
180844,235,Thomas Huijben,Netherlands,1993-01-14,Defender,,0,45000
19062,235,Frank Van Mosselveld,Netherlands,1984-01-02,Defender,Left,185,675000
216811,235,Nils Den Hartog,Netherlands,1994-03-25,Goalkeeper,,190,68000
44729,235,Arjan Van Dijk,Netherlands,1987-01-17,Goalkeeper,Right,189,180000
44422,235,Jan Seda,Czech Republic,1985-12-17,Goalkeeper,,190,360000
45139,235,Mickael Tavares,Senegal,1982-10-25,Midfield,,0,2250000
4344,235,Michael Lamey,Netherlands,1979-11-29,Defender,Right,186,1080000
43310,465,Danny Grainger,England,1986-07-28,Defender,Left,178,450000
155352,2451,Matthew Cooper,Scotland,1994-07-01,Defender,Right,183,45000
271087,2451,Adam Evans,Ireland,1994-05-03,Midfield,Left,0,23000
265268,132,Rick Stuy Van Den Herik,Netherlands,1993-06-19,Midfield,Left,185,293000
4158,132,Anthony Lurling,Netherlands,1977-04-22,Attack,Right,173,2250000
7949,132,Kees Kwakman,Netherlands,1983-06-10,Midfield,,0,1580000
13036,132,Boldizsar Bodor,Hungary,1982-04-27,Defender,Left,181,810000
214327,132,Yousouf Zinga,Netherlands,1991-05-07,Defender,Left,178,45000
272825,132,Dalian Maatsen,Netherlands,1994-01-02,Defender,Right,180,180000
36758,465,Paul Mathers,Scotland,1970-01-17,Goalkeeper,,183,45000
205865,465,Kieran Hughes,Scotland,1994-08-18,Goalkeeper,,0,23000
174229,2553,William Gros,Madagascar,1992-03-31,Attack,Left,180,113000
14821,465,David Van Zanten,Ireland,1982-05-08,Defender,Right,178,540000
36772,2553,Mark Stewart,Scotland,1988-06-22,Attack,Right,175,360000
108544,2553,Lee Ashcroft,England,1972-09-07,Attack,Right,178,
86759,2553,David Silva,Cape Verde,1986-11-10,Midfield,Left,178,450000
139199,235,Jos Peltzer,Netherlands,1992-04-08,Attack,Right,188,90000
12638,2553,Barry Nicholson,Scotland,1978-08-24,Midfield,Right,173,1580000
71440,2553,Kyle Jacobs,South Africa,1991-06-14,Midfield,Right,178,248000
12732,2553,James Fowler,Scotland,1980-10-26,Midfield,Right,180,405000
49040,2553,Sean Clohessy,England,1986-12-12,Defender,Right,178,225000
186494,2553,Rory Mckeown,Northern Ireland,1993-04-08,Defender,Left,180,225000
106656,2553,Gary Fisher,Scotland,1992-06-06,Midfield,Right,0,90000
122152,2553,Vitalijs Maksimenko,Latvia,1990-12-08,Defender,Left,186,360000
186282,467,Danzell Gravenberch,Netherlands,1994-02-13,Attack,Right,186,360000
84898,467,Geoffrey Castillion,Netherlands,1991-05-25,Attack,Right,192,720000
21493,132,Tim Gilissen,Netherlands,1982-06-04,Midfield,Right,175,630000
14170,467,Michael Higdon,England,1983-09-02,Attack,Right,185,675000
133436,2553,Ross Davidson,Scotland,1993-10-28,Midfield,Left,177,23000
12098,2553,Ismael Bouzid,Algeria,1983-07-21,Defender,Right,191,1080000
44471,467,Soren Rieks,Denmark,1987-04-07,Attack,Both,184,1800000
55758,467,Geert Arend Roorda,Netherlands,1988-03-02,Attack,Right,190,1080000
132376,467,Samuel Stefanik,Slovakia,1991-11-16,Attack,Right,177,450000
117722,235,Maik Van Den Kieboom,Netherlands,1991-07-29,Goalkeeper,Right,182,90000
235781,987,Dale Shirkie,Scotland,1995-05-02,Attack,,187,
235776,987,Paul Mccafferty,Scotland,1995-01-18,Attack,,0,
175593,987,Euan Murray,Scotland,1994-01-20,Defender,Right,190,315000
61417,987,Shaun Hutchinson,England,1990-11-23,Defender,Right,188,1800000
36527,987,Lee Hollis,Scotland,1986-02-12,Goalkeeper,Right,183,135000
153392,467,Youri Loen,Netherlands,1991-01-27,Midfield,Left,177,315000
168172,467,Bahnou Seydina Diarra,Belgium,1994-04-01,Midfield,Right,178,180000
45930,467,Marcel Stutter,Germany,1988-03-06,Midfield,Both,188,180000
182576,467,Daan Disveld,Netherlands,1994-01-20,Defender,Right,181,135000
85902,467,Tobias Haitz,Germany,1992-02-12,Defender,,0,315000
186999,467,Dadi Bergsson,Iceland,1995-03-11,Attack,Right,182,90000
58030,467,Christoph Hemlein,Germany,1990-12-16,Attack,Right,181,675000
275330,467,Vincent Van Beek,Netherlands,1994-09-29,Midfield,,178,45000
228574,132,Peter Gommeren,Netherlands,1992-03-09,Midfield,Right,171,68000
4513,467,Dennis Gentenaar,Netherlands,1975-09-30,Goalkeeper,,0,2250000
185087,467,Stijn De Looijer,Netherlands,1992-03-31,Midfield,Right,188,90000
148558,2553,Jude Winchester,Northern Ireland,1993-04-13,Attack,Right,173,68000
19319,200,Danny Koevermans,Netherlands,1978-11-01,Attack,Right,191,5850000
4676,200,Cedric Van Der Gun,Netherlands,1979-05-05,Attack,,0,1350000
95793,467,Pavel Cmovs,Czech Republic,1990-06-29,Defender,Right,188,720000
46594,370,Scott Vernon,England,1983-12-13,Attack,Right,185,450000
57140,317,Andrej Rendla,Slovakia,1990-10-13,Attack,Right,188,270000
46109,2578,Rory Fallon,New Zealand,1982-03-20,Attack,Right,191,1350000
192766,2578,Gwion Edwards,Wales,1993-03-01,Attack,Right,175,900000
2999,2578,Chris Iwelumo,Scotland,1978-08-01,Attack,,0,2250000
4520,317,Peter Wisgerhof,Netherlands,1979-11-19,Defender,Right,181,2700000
44789,2578,James Dunne,England,1989-09-18,Midfield,Right,180,158000
37462,1304,Aleksei Kangaskolkka,Finland,1988-10-29,Attack,Left,188,585000
13557,2578,Tim Clancy,Ireland,1984-06-08,Defender,Right,180,405000
4251,2578,Callum Davidson,Scotland,1976-06-25,Defender,Left,178,1130000
206930,1090,Paul Kok,Netherlands,1994-12-21,Defender,Left,190,180000
41885,2740,Sergiy Silyuk,Ukraine,1985-06-05,Attack,Left,189,1080000
34514,2740,Ciprian Vasilache,Romania,1983-09-14,Attack,Left,172,428000
17228,2740,Panagiotis Lagos,Greece,1985-07-18,Midfield,Left,182,1800000
322915,2740,Yuriy Pavlyk,Ukraine,1994-02-15,Defender,Right,175,158000
28393,202,Andraz Kirm,Slovenia,1984-09-06,Midfield,Right,183,2069999
21611,202,Angelo Cijntje,Curacao,1980-11-09,Defender,Both,167,270000
13048,202,Luciano,Brazil,1980-03-16,Goalkeeper,Right,174,2250000
4592,383,Ji Sung Park,"Korea, South",1981-02-25,Attack,Both,178,11250000
21495,1090,Erik Heijblok,Netherlands,1977-06-29,Goalkeeper,Right,196,675000
4429,1304,Matthew Amoah,Ghana,1980-10-24,Attack,Right,178,2250000
34560,2578,Patrick Cregg,Ireland,1986-02-21,Midfield,Right,176,473000
190853,1304,Leon Van Dijk,Netherlands,1992-03-09,Defender,Right,178,90000
7326,1304,Kwame Quansah,Ghana,1982-11-24,Midfield,Right,172,1130000
21398,1304,Berry Powel,Netherlands,1980-05-02,Attack,Right,193,1440000
3269,370,Calvin Zola,DR Congo,1984-12-31,Attack,Right,191,450000
12769,370,Chris Clark,Scotland,1980-09-15,Midfield,Left,173,900000
3310,370,Nicky Weaver,England,1979-03-02,Goalkeeper,Right,191,1800000
4582,317,Sander Boschker,Netherlands,1970-10-20,Goalkeeper,Left,186,765000
187292,200,Elroy Pappot,Netherlands,1993-04-20,Attack,Right,180,225000
129696,200,Yoshiaki Takagi,Japan,1992-12-09,Attack,Right,167,675000
214493,1304,Joey Belterman,Netherlands,1993-08-18,Midfield,Left,170,180000
81793,180,Tadanari Lee,Japan,1985-12-19,Attack,Left,182,1800000
199384,200,Thijs Van Hofwegen,Netherlands,1992-04-13,Midfield,Both,184,68000
226977,180,Jake Sinclair,England,1994-11-29,Attack,Right,172,45000
226975,180,Omar Rowe,England,1994-10-30,Attack,Left,172,45000
217760,2740,Oleksiy Kazakov,Ukraine,1990-02-22,Goalkeeper,Right,185,180000
170540,180,Cody Cropper,United States,1993-02-16,Goalkeeper,Right,191,585000
5636,200,Matthieu Delpierre,France,1981-04-26,Defender,,0,6750000
277009,1268,Mike Tros,Netherlands,1993-09-04,Midfield,Left,0,45000
45534,1268,Christian Supusepa,Netherlands,1989-04-02,Defender,Left,183,270000
90741,1268,Martijn De Zwart,Netherlands,1990-11-08,Goalkeeper,Right,188,90000
244067,2578,Wade Joyce,England,1994-05-01,Midfield,Right,173,45000
228818,1269,Mimoun Eloisghiri,Netherlands,1989-09-15,Attack,,181,68000
31553,180,Danny Fox,Scotland,1986-05-29,Defender,Left,183,2700000
22801,180,Guly,Brazil,1981-12-31,Attack,Right,189,2069999
50091,1269,Ronnie Reniers,Netherlands,1987-11-08,Attack,Right,179,360000
262063,1268,Bas Meeuwissen,Netherlands,1994-04-25,Goalkeeper,,175,68000
148690,14171,Andres Escobar,Colombia,1991-05-14,Attack,Right,167,720000
193597,1269,Adil Tihouna,Netherlands,1992-12-29,Attack,Right,174,45000
303406,595,Joris Correa,France,1993-12-25,Attack,Right,171,810000
161411,1423,Francis Massampu,France,1991-12-26,Attack,Right,182,225000
6267,995,Fabrice Pancrate,France,1980-05-02,Attack,Right,187,3600000
3901,750,Pierre Alain Frau,France,1980-04-15,Attack,Right,175,7880000
117590,1268,Malcolm Esajas,Netherlands,1986-07-13,Attack,Left,180,225000
74684,750,Edouard Butin,France,1988-06-16,Attack,Right,180,2250000
216818,200,Romano Van Der Stoep,Netherlands,1994-11-11,Attack,Right,180,180000
118940,750,Ishmael Yartey,Ghana,1990-01-11,Attack,Left,170,1800000
290603,750,Haykeul Chikhaoui,Tunisia,1996-09-04,Attack,Left,175,495000
185939,750,Thomas Guerbert,France,1989-04-06,Attack,Right,172,1800000
204585,750,Joseph Lopy,Senegal,1992-03-15,Midfield,Right,182,1130000
168257,1268,Catalin Tira,Romania,1994-06-18,Attack,Right,190,225000
271390,750,Joachim Eickmayer,France,1993-01-11,Midfield,Right,178,540000
212420,750,Nathan Sinkala,Zambia,1990-11-22,Midfield,Right,175,450000
109039,750,Loic Poujol,France,1989-02-27,Midfield,Right,187,1130000
83910,750,Kalilou Traore,Mali,1987-09-09,Midfield,Right,192,1580000
27307,1421,Nicolas Fauvergue,France,1984-10-13,Attack,Right,193,2700000
30473,1269,Fred Benson,Netherlands,1984-04-10,Attack,Right,177,675000
88327,1421,Bilal Ouali,Algeria,1993-10-07,Attack,Right,184,135000
27390,1421,Florent Ghisolfi,France,1985-02-28,Midfield,Right,175,540000
312879,1421,Ibrahima Gassama,France,1995-02-05,Goalkeeper,Right,190,
127066,1421,Quentin Pereira,France,1992-04-21,Attack,Right,174,270000
22820,14171,Tulio De Melo,Brazil,1985-01-31,Attack,Right,193,6300000
19045,750,David Sauget,France,1979-11-23,Defender,Right,175,2250000
272638,750,Jerome Onguene,Cameroon,1997-12-22,Defender,Right,187,4500000
290605,750,Mamadou Diallo,Guinea,1994-09-19,Attack,Right,177,720000
5614,750,Cedric Kante,Mali,1979-07-06,Defender,Left,182,3150000
34758,995,Banel Nicolita,Romania,1985-01-07,Attack,Right,177,2700000
37966,995,Gabriel Cichero,Venezuela,1984-04-25,Defender,Left,184,900000
38536,750,Razak Boukari,Togo,1987-04-25,Attack,Right,187,3780000
44625,1423,Maor Melikson,Israel,1984-10-30,Attack,Right,175,2069999
160404,1423,Marco Da Silva,France,1992-04-10,Midfield,Right,185,360000
31208,1423,Eloge Enza Yamissi,Central African Republic,1983-01-23,Midfield,Left,175,1530000
178342,1423,Abdoul Kabore,Burkina Faso,1994-01-01,Midfield,Right,186,360000
52027,750,Thierry Doubai,Cote d'Ivoire,1988-07-01,Midfield,Right,179,2250000
138410,1423,Pape Camara,Senegal,1991-09-24,Midfield,Right,190,1130000
127053,750,Rafael Dias,Portugal,1991-01-29,Midfield,Right,180,810000
43975,1423,Mody Traore,France,1980-07-14,Defender,Right,173,1080000
40928,1421,Kamel Ghilas,Algeria,1984-03-09,Attack,Right,177,1800000
75224,1423,Magno Novaes,Brazil,1983-03-30,Goalkeeper,Right,185,1350000
215528,595,Joseph Barbato,France,1994-08-11,Attack,,179,
5680,595,Toifilou Maoulida,France,1979-06-08,Attack,Right,184,2700000
25115,595,Claudiu Keseru,Romania,1986-12-02,Attack,Left,179,3600000
127118,595,Florent Andre,France,1991-06-06,Attack,Left,183,1350000
303415,595,Yannick Togande,France,1994-05-09,Attack,,0,
17693,750,Sebastien Roudet,France,1981-06-16,Attack,Left,174,2700000
37511,595,Ludovic Genest,France,1987-09-18,Attack,Right,176,720000
110268,595,Maka Mary,France,1989-03-27,Defender,Right,182,720000
17441,595,Julien Sable,France,1980-09-11,Midfield,Right,181,3150000
204779,1423,Yves Marie Kerjean,France,1994-04-15,Defender,Right,185,90000
111511,595,Matthieu Sans,France,1988-06-16,Defender,Right,191,540000
308433,595,Christophe Samuel,France,1983-08-01,Goalkeeper,Right,184,
3575,595,Mickael Landreau,France,1979-05-14,Goalkeeper,Right,184,9900000
165351,14171,Ali Mmadi,Comoros,1990-04-21,Attack,Right,178,450000
156639,14171,Dan Nistor,Romania,1988-05-06,Midfield,Right,172,1620000
43960,1423,Rudy Mater,France,1980-10-13,Defender,Right,178,3150000
17244,595,Ilan,Brazil,1980-09-18,Attack,Right,183,6300000
164928,14171,Ilan Boccara,Israel,1993-05-14,Midfield,Right,178,450000
12957,14171,Bertrand Laquait,France,1977-04-13,Goalkeeper,Right,185,1800000
164919,14171,Mickael Salamone,France,1992-05-27,Goalkeeper,Right,192,90000
47741,1269,Theo Vogelsang,Germany,1990-02-23,Attack,Both,183,90000
121940,1269,Giovanni Gravenbeek,Netherlands,1988-05-11,Midfield,Right,174,270000
240199,1269,Youssef Fennich,Netherlands,1993-02-12,Midfield,Both,175,383000
232668,1269,Haico Epe,Netherlands,1995-06-27,Defender,Right,173,68000
287940,1269,Dean Patricio,South Africa,1994-05-24,Defender,Left,176,23000
281683,1269,Eser Elmali,Netherlands,1995-06-06,Goalkeeper,,182,45000
231221,995,Saad Trabelsi,Tunisia,1991-12-20,Attack,Right,177,180000
139925,1269,Leon Ter Wielen,Netherlands,1988-08-31,Goalkeeper,,0,135000
277845,14171,Diaranke Fofana,France,1989-07-14,Defender,Right,195,225000
5627,14171,Fabrice Ehret,France,1979-09-28,Defender,,0,1800000
53444,499,Jonathan Reis,Brazil,1989-06-06,Attack,Right,183,2700000
3115,40,David Bellion,France,1982-11-27,Attack,Right,181,6300000
126659,1423,Loris Nery,France,1991-02-05,Defender,Right,174,1580000
23934,40,Guillaume Hoarau,France,1984-03-05,Attack,Right,192,10350000
283962,415,Manuel Delgado,France,1995-04-09,Attack,Right,180,
41609,499,Marcus Pedersen,Norway,1990-06-08,Attack,Right,180,1350000
27661,1041,Lisandro Lopez,Argentina,1983-03-02,Attack,Right,174,20700000
147058,1041,Kevin Tsimba,Switzerland,1994-02-20,Midfield,Right,171,135000
302886,244,Abderrahmane Yousfi,Algeria,1994-06-30,Attack,Left,178,158000
139955,969,Emanuel Herrera,Argentina,1987-04-13,Attack,Right,186,2250000
38473,969,Garry Bocaly,Martinique,1988-04-19,Defender,Right,180,4500000
205402,969,Vincent Di Stefano,France,1993-03-04,Defender,Left,182,270000
127144,244,Alexander Ndoumbou,Gabon,1992-01-04,Midfield,Both,178,338000
205393,969,Jeffrey Assoumin,France,1993-02-05,Defender,Right,173,135000
77845,244,Senah Mango,Togo,1991-12-13,Defender,Right,184,225000
12275,618,Jean Pascal Mignot,France,1981-02-26,Defender,Left,182,3600000
197693,631,John Swift,England,1995-06-23,Midfield,Right,182,5400000
13886,631,Henrique Hilario,Portugal,1975-10-21,Goalkeeper,Right,189,936000
170344,1041,Jeremy Frick,Switzerland,1993-03-08,Goalkeeper,Left,192,1170000
31089,1082,Barel Mouko,Congo,1979-04-05,Goalkeeper,Right,178,720000
118275,14171,Maxime Blanc,France,1992-01-23,Midfield,Right,167,360000
69101,244,Saber Khalifa,Tunisia,1986-10-14,Attack,Right,183,3150000
237466,415,Dany Maury,France,1994-08-18,Defender,Right,172,9000
172154,415,Gael Vena,France,1993-02-02,Defender,Right,184,135000
192540,750,Papa Demba Camara,Senegal,1993-01-16,Goalkeeper,Right,196,360000
5942,415,Jonathan Zebina,France,1978-07-19,Defender,Right,189,7650000
237456,415,Mehdi Fennouche,Algeria,1993-02-20,Attack,Left,180,338000
127247,415,Mickael Firmin,France,1990-09-21,Defender,Right,179,540000
27491,234,Otman Bakkal,Netherlands,1985-02-27,Attack,Right,183,4950000
238661,40,Rodrigo Castro,Argentina,1993-06-11,Attack,Left,169,315000
23897,415,Olivier Blondel,France,1979-07-09,Goalkeeper,Right,187,900000
159838,40,Yoann Barbet,France,1993-05-10,Defender,Left,187,1620000
24459,415,Eden Ben Basat,Israel,1986-09-08,Attack,Right,184,2250000
68283,40,Vujadin Savic,Serbia,1990-07-01,Defender,Right,194,2700000
33572,40,Henrique,Brazil,1983-05-02,Defender,Right,189,2700000
194447,499,Wimilio Vink,Netherlands,1993-09-13,Attack,Right,173,180000
4425,499,Theo Janssen,Netherlands,1981-07-27,Midfield,Left,180,6300000
40617,499,Sam Hutchinson,England,1989-08-03,Midfield,Right,182,1800000
280727,499,Abdelaziz Metalsi,Bosnia-Herzegovina,1994-04-19,Defender,Both,184,180000
133835,499,Marko Meerits,Estonia,1992-04-26,Goalkeeper,Right,186,450000
198391,415,Cheikh Bangre,France,1993-11-02,Midfield,Left,183,
57355,40,Fahid Ben Khalfallah,Tunisia,1982-10-09,Attack,Right,172,4500000
42787,167,Bajram Nebihi,Kosovo,1988-08-05,Attack,Right,193,360000
164769,162,Dominique Pandor,Martinique,1993-05-15,Attack,Right,170,450000
1572,162,Andreas Wolf,Germany,1982-06-12,Defender,Right,182,4500000
28306,244,Gennaro Bracigliano,France,1980-03-01,Goalkeeper,Right,183,4500000
50135,39,Nikita Rukavytsya,Australia,1987-06-22,Attack,Left,185,1580000
36294,1158,Julien Quercia,France,1986-08-17,Attack,Both,168,1890000
4531,192,Frank Demouge,Netherlands,1982-06-25,Attack,Right,191,1580000
38100,41,Michael Mancienne,England,1988-01-08,Defender,Right,184,3150000
148096,41,Florian Stritzel,Germany,1994-01-31,Goalkeeper,Both,197,225000
1428,60,Mike Hanke,Germany,1983-11-05,Attack,Right,185,4500000
170952,417,Jordan Astier,France,1992-04-28,Attack,Right,180,135000
411,44,Levan Kobiashvili,Georgia,1977-07-10,Midfield,Left,183,6750000
104914,42,Almir Kasumovic,Bosnia-Herzegovina,1994-06-03,Attack,Right,186,90000
48262,192,Krisztian Nemeth,Hungary,1989-01-05,Attack,Right,180,1800000
27611,24,Stephan Schrock,Philippines,1986-08-21,Attack,Right,170,1800000
20444,24,Tobias Weis,Germany,1985-07-30,Midfield,Both,170,3150000
33729,24,Stefano Celozzi,Germany,1988-11-02,Defender,Right,171,2700000
1426,79,Cacau,Germany,1981-03-27,Attack,,0,7200000
43824,79,Kevin Muller,Germany,1991-03-15,Goalkeeper,Right,190,810000
93572,24,Alexander Hien,Germany,1993-04-03,Defender,Right,187,90000
6131,79,Tobias Rathgeb,Germany,1982-05-03,Midfield,Left,172,1620000
93561,24,Marco Aulbach,Germany,1993-07-25,Goalkeeper,Right,191,113000
1335,42,Steven Cherundolo,United States,1979-02-19,Defender,Right,172,3600000
80207,42,Tom Schmidt,Germany,1991-04-06,Goalkeeper,,0,68000
124456,42,Konstantin Fuhry,Germany,1994-09-02,Goalkeeper,Right,189,90000
55044,417,Abraham Gneki Guie,Cote d'Ivoire,1986-07-25,Attack,Right,180,1440000
40688,417,Fabrice Abriel,France,1979-07-06,Midfield,Right,176,5400000
124461,41,Mattia Maggio,Italy,1994-02-22,Attack,Both,185,90000
57343,417,Kevin Anin,France,1986-07-05,Midfield,Right,189,3150000
316245,417,Ezekiel Digbeu,France,1992-06-29,Defender,Right,180,360000
156489,417,Lucas Veronese,France,1991-02-06,Goalkeeper,Right,187,270000
69396,41,Zhi Gin Lam,Germany,1991-06-04,Attack,Right,175,900000
63955,60,Vaclav Pilar,Czech Republic,1988-10-13,Midfield,Both,171,3150000
192886,60,Charles Elie Laprevotte,France,1992-10-04,Midfield,Right,181,315000
73333,60,Vegar Hedenstad,Norway,1991-06-26,Defender,Right,178,1350000
93658,60,Tim Albutat,Germany,1992-09-23,Midfield,Right,184,495000
103667,60,Nicolai Lorenzoni,Germany,1992-05-01,Defender,Left,180,225000
127242,60,Denis Perger,Slovenia,1993-06-10,Defender,Left,179,180000
96374,60,Tim Schraml,Germany,1993-03-18,Defender,Right,190,113000
205525,1158,Maxence Derrien,France,1993-09-03,Defender,Right,182,450000
82018,60,Hendrick Zuck,Germany,1990-07-21,Defender,Left,176,900000
241077,1082,Corentin Halucha,France,1995-06-03,Defender,Right,0,135000
12912,192,Davy De Beule,Belgium,1981-11-07,Midfield,Right,180,2250000
124885,192,Roly Bonevacia,Curacao,1991-10-08,Midfield,Right,174,720000
94174,42,Christopher Avevor,Germany,1992-02-11,Defender,Right,184,1130000
269586,192,Jesse Wijnen,Netherlands,1994-12-15,Defender,Right,180,68000
56384,192,Guy Ramos,Cape Verde,1985-08-16,Defender,Right,184,405000
190145,192,Bryan Roox,Netherlands,1992-11-05,Goalkeeper,,0,68000
139655,192,Mateusz Prus,Poland,1990-03-09,Goalkeeper,Right,187,405000
21227,39,Zdenek Pospech,Czech Republic,1978-12-14,Defender,,0,1800000
1122,41,Sven Neuhaus,Germany,1978-04-04,Goalkeeper,,0,810000
5635,40,Matthieu Chalme,France,1980-10-07,Defender,Right,176,5400000
892,39,Heinz Muller,Germany,1978-05-30,Goalkeeper,,0,2029999
245186,192,Dylan Zwartjes,Netherlands,1993-06-06,Defender,,0,45000
3817,39,Malik Fathi,Germany,1983-10-29,Defender,Left,185,3600000
93869,44,Philip Sprint,Germany,1993-06-27,Goalkeeper,Right,196,113000
63384,42,Adrian Nikci,Switzerland,1989-11-10,Attack,Right,183,720000
